X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID
-79.7544314,43.6449438,321013399,5134473,West Brampton Pharmacy,4-80 Clementine Drive,,Brampton,L6Y0L8,2383825
-79.5230108,43.6449089,321012451,3321239,Medi-Place Pharmacy,3300 Bloor Street West,,Toronto,M8X2W8,2426097
-79.5322713,43.6445136,321013876,5907799,Dunbloor Medical Pharmacy,5115 Dundas Street West,,Toronto,M9A1C1,2267009
-79.7551165,43.6443314,321013158,472072,Drugstore Pharmacy #4329,70 Clementine Drive,,Brampton,L6Y0L8,2373937
-79.4190368,43.6439187,321016882,9557071,Shoppers Drug Mart #1362,A-1033 Queen Street West,,Toronto,M6J0A6,2436177
-79.5601293,43.6439051,321012590,3604193,Loblaw Pharmacy #1066,380 The East Mall,,Etobicoke,M9B6L5,2346401
-79.370072,43.6438745,321012033,2275237,The Drugstore Pharmacy #1079,10 Lower Jarvis Street,,Toronto,M5E1Z2,2438289
-79.4474279,43.6433505,321013819,5804230,Welcome Guardian Drugs,137 Roncesvalles Avenue,,Toronto,M6R2L2,2287281
-79.3761499,43.6432528,321014878,7268556,1 Clinic Rx Pharmacy,16 Yonge Street,Unit K,Toronto,M5E2A3,2422513
-79.7084235,43.6431726,321015056,751430,Ace Pharmacy Pharmasave,11-6980 Maritz Drive,,Mississauga,L5W1Z3,2442753
-79.4226386,43.6431366,321014779,7150478,Rexall,1093 Queen Street West,,Toronto,M6J1J1,2426305
-79.4058715,43.6431019,321012687,3837833,Shoppers Drug Mart #1288,761 King Street West,,Toronto,M5V1N4,2266545
-79.7470817,43.6427337,321013368,5089637,Connaught Place Pharmacy,900 Ray Lawson Boulevard,,Brampton,L6Y5H7,2376705
-79.4260085,43.6425811,321013138,4680919,Health Care Mart,1173 Queen Street West,,Toronto,M6J1J4,2414529
-79.7615765,43.6425214,321012821,4120711,Polonia Avenue Pharmacy,109-20 Polonia Avenue,,Brampton,L6Y0K9,2398449
-79.3804512,43.6425171,321012040,2291273,Morelli's Pharmacy,15 York Street,,Toronto,M5J0A3,2309521
-79.3967498,43.6424549,321017006,9646154,Shoppers Drug Mart #6035,Lg12-486 Front Street West,,Toronto,M5V0V2,2356417
-79.4247237,43.6424387,321016713,9405832,Abell Pharmacy,1-68 Abell Street,,Toronto,M6J0B1,2441441
-79.3735951,43.6419103,321017027,9657230,Harbourfront Medicine Cabinet,102-15 Queens Quay East,,Toronto,M5E0C5,2260385
-79.3835397,43.6419087,321016069,8793996,City Life Pharmacy,35 Lower Simcoe Street,,Toronto,M5J3A6,2334929
-79.4111942,43.641876,321015897,8578194,East Liberty Village Pharmacy,105A-901 King Street West,,Toronto,M5V3H5,2322769
-79.6186077,43.6417137,321014763,7127959,Sdm Specialty Health Services,1685 Tech Avenue,,Mississauga,L4W0A7,2401441
-79.6186077,43.6417137,321015677,8337356,Central Pharmacy Services 6900,1685 Tech Avenue,,Mississauga,L4W5P5,2418689
-79.3800407,43.6413992,321015102,7566993,One Pharmacy,301-110 Harbour Street,,Toronto,M5J0B7,2397297
-79.5384492,43.6413596,321013717,5645395,Andrew's Pharmacy,3832 Bloor Street West,,Etobicoke,M9B1L1,2271169
-79.3996166,43.6413328,321016490,9219179,Wholehealth Phcy Fashion Dist,57-550 Front Street West,,Toronto,M5V3N5,2329585
-79.5768147,43.6413083,321016848,9539797,Shoppers Drug Mart #1483,666 Burnhamthorpe Road,,Etobicoke,M9C2Z4,2316625
-79.3779449,43.6410872,321014166,6295430,Rexall #8164,88 Queens Quay West,,Toronto,M5J0B8,2283889
-79.4364233,43.6408957,321011780,1595811,Vina Pharmacy,1460 Queen Street West,,Toronto,M6K1M2,2446433
-79.3936371,43.6408875,321012236,2819150,Metropolitan Pharmacy,4G Spidina Avenue,,Toronto,M5V3Z9,2393905
-79.4385573,43.6404074,321015562,8193359,Parkdale Guardian Drugs,1514 Queen Street West,,Toronto,M6K1M4,2449681
-79.4224311,43.6401505,321015148,7626312,Shoppers Drug Mart #1005,1090 King Street West,,Toronto,M6K0C7,2391921
-79.5380357,43.6400503,321016875,9552076,Shoppers Drug Mart #863,5230 Dundas Street West,,Etobicoke,M9B1A8,2395009
-79.4178015,43.6399585,321014495,6790751,Metro Pharmacy #572,100 Lynn Williams Street,,Toronto,M6K3N6,2395889
-79.4390568,43.6398977,321013889,59340,Shoppers Drug Mart #1253,1473 Queen Street West,,Toronto,M6R1A1,2422385
-79.4463782,43.6398895,321016086,8815437,Sunnyside Medical Pharmacy,29 Roncesvalles Avenue,,Toronto,M6R2K4,2394113
-79.3989245,43.6393645,321016349,9098219,City Place Pharmacy,142 Fort York Boulevard,,Toronto,M5V0E3,2309585
-79.4459746,43.6393387,321016671,9370833,B&A Medical Pharmacy,15 Roncesvalles Avenue,,Toronto,M6R2K2,2331057
-79.5624028,43.6391453,321013612,5471116,One Eva Pharmacy,100-1 Eva Road,,Etobicoke,M9C4Z5,2280689
-79.3861827,43.6391228,321015369,7957197,Bloom Pharmacy,268 Queens Quay West,,Toronto,M5J1B5,2317969
-79.4276824,43.6389982,321016273,9029,Dufferin Gate Pharmacy,1204 King Street West,,Toronto,M6K1G4,2411185
-79.42812,43.6388895,321012336,3078859,International Pharmacy,1218 King Street West,,Toronto,M6K1G4,2282225
-79.4274544,43.6388088,321012412,32468,Charles Family Pharmacy,1-1211 King Street West,,Toronto,M6K1G3,2269281
-79.7280113,43.6385052,321013778,5748836,Twain Pharmacy,735 Twain Avenue,,Mississauga,L5W1K7,2429281
-79.7170004,43.6382124,321013644,5533390,Derry Village IDA,2-7070 Saint Barbara Boulevard,,Mississauga,L5W0E6,2376593
-80.0254555,43.6381349,321014027,6106199,Rexall,372 Queen Street,,Acton,L7J2Y5,2398897
-80.0254555,43.6381349,321014600,6940518,Sobeys Pharmacy #7211,372 Queen Street East,,Acton,L7J2N3,2426225
-79.4181634,43.638129,321012305,2997555,Liberty Market Pharmacy,171 East Liberty Street,,Toronto,M6K3P6,2295025
-79.4887408,43.6376939,321014999,7444438,Clinic Plus I.D.A Pharmacy,10 Neighbourhood Lane,,Etobicoke,M8Y0C5,2378273
-79.3958858,43.637147,321012797,4086474,Lakefront Medical Pharmacy,14-550 Queens Quay West,,Toronto,M5V3M8,2326177
-80.0290032,43.637039,321016536,9260195,Acton Halton Pharmacy,345 Queen Street East,,Acton,L7J1N1,2313777
-79.3992783,43.6368873,321015545,8171916,Shoppers Drug Mart #1343,2-15A Bathurst Street,,Toronto,M5V1A5,2399169
-79.4366766,43.6368314,321014481,6767395,Parkdale Pharmacy,1439 King Street West,,Toronto,M6K1H9,2331361
-79.7194765,43.6367483,321016074,8803814,Shoppers Drug Mart #902,7070 Mclaughlin Road,,Mississauga,L5W1W7,2306753
-79.405719,43.6366334,321016268,9020230,Fort York Pharmacy,108-219 Fort York Boulevard,,Toronto,M5V1B1,2326801
-79.5969459,43.6360333,321016981,9623632,Shoppers Drug Mart #906,1891 Rathburn Road East,,Mississauga,L4W3Z3,2321937
-79.5399172,43.6357279,321016446,9179471,Dundas Kipling Pharmacy,5359 Dundas Street West,,Toronto,M9B1B1,2274625
-79.4680682,43.6355444,321011530,117180,First Light Pharmacy,101-1928 Lakeshore Boulevard West,,Toronto,M6S0B1,2324993
-79.7901961,43.6354857,321015316,7874954,Lionhead Pharmacy,8405 Financial Drive,"Unit 5,6",Brampton,L6Y1M1,2276177
-79.7901961,43.6354857,321015062,7520710,Freshco Pharmacy #7276,8405 Financial Drive,Unit 11,Brampton,L6Y1M1,2307217
-79.5627113,43.6348296,321016658,9361317,Glen Cade Pharmacy,290 The West Mall,,Etobicoke,M9C1C6,2394241
-79.7863714,43.6345859,321014987,7426190,Whole Health Pmcy Riverview,75 Montpelier Street,Unit E105,Brampton,L6Y0C3,2366673
-79.786225,43.6344631,321016107,8838350,Intrepid Health Solutions,65 Montpelier Street,,Brampton,L6Y6H4,2379041
-79.5413673,43.6339274,321016672,9372118,Dundas West Pharmacy,2-5415 Dundas Street West,,Etobicoke,M9B1B5,2397329
-80.0313361,43.6336292,321011988,2157392,Shoppers Drug Mart #1168,252 Queen Street,,Acton,L7J1P6,2342897
-79.7701765,43.6334914,321013351,5061719,Copper Ridge I.D.A. Pharmacy,B2-8015 Financial Drive,,Brampton,L6Y0B4,2424641
-80.0362143,43.6334735,321016703,9396833,Urgent Care Pharmacy,10 Eastern Avenue,,Acton,L7J0A5,2373793
-79.8787531,43.6329204,321013200,4808293,Shoppers Drug Mart #802,333 Mountainview Road South,,Georgetown,L7G6E8,2347969
-79.5447653,43.6326968,321012444,3313033,Etobicoke First Pharmacy,104-5468 Dundas Street West,,Etobicoke,M9B6E3,2332321
-79.8770536,43.6323564,321012711,389396,Metro Pharmacy #565,367 Mountainview Road South,,Georgetown,L7G5X3,2291409
-79.5520511,43.6323045,321012249,2852434,Cloverdale Clinic Pharmacy,9-225 The East Mall,,Etobicoke,M9B6J1,2346593
-79.7690077,43.6322999,321012530,349518,Bramiss Pharmacy,2B-7955 Financial Drive,,Brampton,L6Y0J8,2408977
-79.6388857,43.6309924,321011821,1667878,The Chase Pharmacy,1675 The Chase Unit 1 & 2,,Mississauga,L5M5A7,2356449
-79.6388857,43.6309924,321013680,558355,Glen Erin Pharmacy,2318 Dunwin Drive Unit 1&2,,Mississauga,L5L1C7,2423825
-79.575705,43.6308301,321014912,7314694,Markland Wood Pharmacy Limited,4335 Bloor Street West,,Toronto,M9C2A5,2418529
-79.9001066,43.6306935,321013019,4466633,Genesis Pharmacy,8&9-221 Miller Drive,,Georgetown,L7G6G4,2426833
-79.4823003,43.6305811,321016943,9596118,Shoppers Drug Mart #865,125 The Queensway,,Etobicoke,M8Y1H6,2342449
-79.4823003,43.6305811,321014688,7039073,Sobeys Pharmacy #7222,125 The Queensway,,Etobicoke,M8Y1H6,2425217
-79.5552822,43.6304766,321013911,5962513,Rexall #158,250 The East Mall,,Etobicoke,M9B3Y8,2278161
-80.0420931,43.6304229,321016320,9067911,Acton Pharmacy,21 Main Street North,,Acton,L7J1V9,2412065
-79.4765716,43.6302804,321012844,4160393,Medicine Cabinet,2081 Lake Shore Boulevard West,,Toronto,M8V3Z4,2269665
-79.7788191,43.630246,321016469,9199716,St. George Pharmacy,50 Skyharbour Drive,Units 8&9,Brampton,L6Y0C1,2288833
-79.6385017,43.6297945,321016891,9564875,Simply Rx,21-966 Pantera Drive,,Mississauga,L4W2S1,2315473
-79.8773023,43.6297377,321013455,5217678,Mountainview Guardian Pharmacy,11-378 Mountainview Road South,,Georgetown,L7G0L5,2371777
-79.6354011,43.6294702,321016743,9441552,Tomken Medical Pharmacy,5153 Tomken Road,,Mississauga,L4W1P1,2375489
-79.6751825,43.629161,321017180,9753233,Blendrx Pharmacy,150 Britannia Road East,Unit 23-24,Mississauga,L4Z2A4,2404785
-79.4909994,43.6285993,321016666,9368356,Toronto West Pharmasave,3-523 The Queensway,,Etobicoke,M8Y1J7,2307249
-79.5029427,43.6277938,321014755,7120073,Citrus Pharmacy,605 Royal York Road,,Etobicoke,M8Y4G5,2278705
-79.4789354,43.6266866,321015731,8394034,Lakeshore West Pharmacy,2133 Lakeshore Boulevard West,,Etobicoke,M8V0B3,2354481
-79.5053966,43.6259314,321016752,9452237,Medico Compounding Pharmacy,776 The Queensway,,Etobicoke,M8Z1N1,2378833
-79.6047935,43.6255821,321016281,9036991,Shoppers Drug Mart #777,4141 Dixie Road,,Mississauga,L4W1V5,2268945
-79.5654139,43.6255338,321013522,5335755,Medione Dundas 427 Pharmacy,4A-2200 Dundas Street East,,Mississauga,L4X2V3,2443297
-79.6592632,43.6251181,321014720,7079653,Centre City Pharmacy,5560 Meadam Road,,Mississauga,L4Z1P1,2317585
-79.6066452,43.6242805,321014461,6729677,St Mary's Dixie Pharmacy,11-4120 Dixie Road,,Mississauga,L4W4V8,2449233
-79.5889601,43.6242548,321013071,4569096,Fieldgate IDA Pharmacy,3427 Fieldgate Drive,,Mississauga,L4X2J4,2449057
-79.4900132,43.624147,321013281,4955793,B. Well Pharmacy,262 Manitoba Street,,Toronto,M8Y4G9,2428721
-79.6567361,43.6237115,321016324,9073637,Trio Compounding Lab & Phcy,391B Matheson Boulevard East,,Mississauga,L4Z2H2,2259297
-79.507643,43.6234425,321014699,7048358,Costco Pharmacy #524,50 Queen Elizabeth Boulevard,,Etobicoke,M8Z1M1,2268129
-79.4786435,43.6233791,321017148,9733390,Marine Parade Compounding Phcy,Mp7-160 Marine Parade Drive,,Etobicoke,M8V0J3,2396529
-79.4822376,43.6229318,321013220,4833078,Shoppers Drug Mart #1421,2206 Lakeshore Boulevard West,,Toronto,M8V1A4,2340865
-79.6013546,43.6228819,321016831,9530698,Professional Medical Pharmacy,101-1420 Burnhamthorpe Road East,,Mississauga,L4X2Z9,2390625
-79.7822678,43.6221451,321015605,8253515,Rivermont Pharmacy Guardian,20 Rivermont Road,Unit B8-9,Brampton,L6Y6G7,2418929
-79.5234478,43.6220058,321015125,7598995,Danny's Wellness Pharmacy,1206 The Queensway,,Etobicoke,M8Z1R8,2343361
-79.6002565,43.6219813,321013481,5267150,Dixie Village Pharmacy,10-3615 Dixie Road,,Mississauga,L4Y4H4,2272369
-79.743051,43.6217336,321012665,377559,Shoppers Drug Mart #901,7235 Bellshire Gate,,Mississauga,L5N8A2,2397105
-79.5263981,43.6213538,321012008,2216079,Get Well Pharmacy,4-1278 The Queensway,,Toronto,M8Z1S3,2363697
-79.4833085,43.6209364,321013340,5037872,Humber Bay Pharmacy,107-2240 Lakeshore Boulevard West,,Toronto,M8V0B1,2398561
-79.6473065,43.6206914,321016993,9633079,Kennedy Pharmacy,6-510 Driftcurrent Drive,,Mississauga,L4Z4B4,2326833
-79.5248945,43.6199198,321015292,7838995,Kipling & Queensway Pharmacy,1255 The Queensway,Suite 19,Etobicoke,M8Z1S1,2300417
-79.5502449,43.619583,321016681,9379638,Procare Pharmacy,100-85 The East Mall,,Etobicoke,M8Z5W4,2421393
-79.4999763,43.6193462,321015759,8428873,Kassel's Pharmacy Limited,396 Royal York Road,,Toronto,M8Y2R5,2290929
-79.5562204,43.6186385,321011707,1403494,Wal-Mart Pharmacy,165 North Queen Street,,Etobicoke,M9C1A7,2409009
-79.594851,43.61804,321012872,4218215,Main Drug Mart,3415 Dixie Road,,Mississauga,L4Y2B1,2324225
-79.4876471,43.6175762,321011823,1673870,Akron Pharmacy,2318 Lakeshore Boulevard West,,Etobicoke,M8V1B5,2355089
-79.6174314,43.6167708,321015768,8440671,Tomken Centre Pharmacy,925 Rathburn Road East,,Mississauga,L4W4C3,2287297
-80.1461671,43.6165755,321012903,4275493,Rockwood Pharmacy,175 Alma Street,,Rockwood,N0B2K0,2347825
-81.5391479,43.6164915,321015382,7977237,K And J Pharmacy,21 Victoria Street,,Clinton,N0M1L0,2307649
-79.6405138,43.6160205,321014445,6712710,Allwell Pharmacy,14-4665 Central Parkway East,,Mississauga,L4Z2V5,2262241
-81.5399045,43.6157851,321014967,7400911,Pharmasave Michael's Pharmacy,46 King Street,,Clinton,N0M1L0,2397009
-79.6816826,43.6157714,321016413,9152070,Proxima Pharmacy,101-320 Matheson Boulevard West,,Mississauga,L5R3R1,2342881
-79.5229661,43.6156482,321015334,7903432,Liberty Senior Care Pharmacy,365 Evans Avenue,Unit 105A,Etobicoke,M8Z1K2,2264033
-79.5574424,43.6151985,321011885,1884875,Sherway Pharmasave,1750 The Queensway,,Etobicoke,M9C5H5,2390033
-79.4890599,43.6147832,321014598,6937871,Mimico Pharmacy,2408 Lake Shore Boulevard West,,Toronto,M8V1C4,2344353
-79.6885751,43.6146813,321012643,3724991,The Drugstore Pharmacy #1003,5970 Mclaughlin Road,,Mississauga,L5R3X9,2439281
-79.6903504,43.6146753,321015621,8262792,Britlin Pharmacy,5-5985 Rodeo Drive,,Mississauga,L5R3X8,2302209
-79.6608282,43.6145419,321013437,5185998,Vibrin Drug Mart,2-50 Bristol Road East,,Mississauga,L4Z3K8,2416865
-79.6106505,43.6144804,321016503,9234312,Faith Hope And Love Pharmacy,1030 Burnhamthorpe Road East,,Mississauga,L4Y2X6,2416977
-79.4892655,43.6142515,321015531,8154953,Lakeside Pharmacy,2438 Lake Shore Boulevard West,,Toronto,M8V1C4,2447297
-79.6461695,43.6137423,321015984,869475,Inter Pharmacy Inc,295 Eglinton Avenue East Unit 9,,Mississauga,L4Z3K6,2380065
-79.5984651,43.6133126,321011554,1209793,Apple-Hills Medical Pharmacy,1221 Bloor Street East,,Mississauga,L4Y2N8,2273073
-79.7450864,43.6126308,321015130,7601231,Rx Connect Specialty Pharmacy,6990 Creditview Road,,Mississauga,L5N8R9,2364577
-79.553467,43.6126223,321016032,8750354,Shoppers Drug Mart #861,25 The West Mall,,Etobicoke,M9C1B8,2315041
-79.6861565,43.6126214,321013569,5402511,Peel Best Pharmacy,106-550 Matheson Boulevard West,,Mississauga,L5R4B8,2414273
-79.6613965,43.6123014,321013270,4939473,Glenn Huron Pharmacy,5-1 Glenn Hawthorne Boulevard,,Mississauga,L5R0C2,2269313
-79.4979109,43.6121884,321011917,1963496,The Drugstore Pharmcy #4113,220 Royal York Road,,Etobicoke,M8V2V7,2432849
-79.6903723,43.6121342,321014016,6094273,Costco Pharmacy #526,5900 Rodeo Drive,,Mississauga,L5R3S9,2333409
-79.6974965,43.6113614,321014790,7170839,Heartland Health Pharmacy,12-775 Britannia Road West,,Mississauga,L5V2Y1,2334161
-79.6013357,43.6113603,321012847,4164558,Shoppers Drug Mart #976,1125 Bloor Street East,,Mississauga,L4Y2N6,2427921
-79.6794551,43.6110866,321014767,7131953,Medisystem Pharmacy 6012,4-5700 Keaton Crescent,,Mississauga,L5R3H5,2364833
-79.7491739,43.6109391,321015228,7751952,Derry Care Pharmacy,6990 Financial Drive,Unit 2G,Mississauga,L5N8J4,2391857
-80.131933,43.6108078,321015595,8241351,Ridge Square Pharmacy,167 Jolliffe Avenue,,Rockwood,N0B2K0,2296913
-79.5758252,43.610276,321012798,4088276,Costco Pharmacy #1169,1570 Dundas Street East,,Mississauga,L4X1L4,2371921
-79.5493386,43.6099822,321014105,6208196,Sav On Drug Mart,880 Browns Line,,Toronto,M8W3V7,2390321
-79.5471381,43.6094782,321016543,9266518,Srx Pharmacy,817 Browns Line,,Etobicoke,M8W3V7,2305473
-79.5600531,43.6091009,321012330,3050959,Queens Medical Pharmacy,"200 Sherway Drive,",,Etobicoke,M9C0A7,2345441
-79.5855617,43.6089659,321014068,6157197,Rexall #2378,3100 Dixie Road,,Mississauga,L4Y2A0,2335377
-79.5773729,43.6089389,321012311,3003476,Walmart Pharmacy,1500 Dundas Street East,,Mississauga,L4X1L4,2301745
-79.5606027,43.6086734,321014326,6541511,Rexall #8195,190 Sherway Drive,,Etobicoke,M9C5N2,2428673
-79.5831566,43.6084314,321015726,8388755,Medilife Pharmacy,14B-1370 Dundas Street East,,Mississauga,L4Y4G4,2300369
-79.6536103,43.608377,321013803,5780835,Shoppers Drug Mart #1100,5035 Hurontario Street,,Mississauga,L4Z3X7,2349217
-79.6177776,43.6077599,321015584,8225235,Shoppers Drug Mart #774,700 Burnhamthorpe Road East,,Mississauga,L4Y2X3,2385361
-79.6938078,43.6071858,321011450,1010514,Wal-Mart Pharmacy,800 Matheson Boulevard West,,Mississauga,L5V2N6,2394833
-79.6775124,43.6070576,321016535,9257671,Doctors Lobby Pharmacy,4-1075 Ceremonial Drive,,Mississauga,L5R2Z4,2311137
-79.6510247,43.6068255,321015764,8437710,Mississauga Cure Pharmacy,B5-4557 Hurontario Street,,Mississauga,L4Z3M2,2324385
-79.6914683,43.6061818,321011953,2075952,Matheson Pharmachoice Pharmacy,"801 Matheson Boulevard, Unit 14",,Mississauga,L5V2N6,2392081
-79.7286463,43.6058487,321011977,2135754,Falconer Pharmacy,6675 Falconer Drive,,Mississauga,L5N0C3,2377969
-79.6532274,43.6055978,321015707,8370835,Sandalwood Drugs,10B-30 Eglinton Avenue West,,Mississauga,L5R3E7,2331825
-79.5895307,43.6053406,321015361,7945897,Dixie 5 Pharmacy,1185 Dundas Street East,,Mississauga,L4Y2C6,2283137
-79.6503631,43.6051059,321012096,2437198,Marketplace Pharmacy,Unit C-7 4555 Hurontario,,Mississauga,L4Z3M1,2447777
-79.6633795,43.6048694,321013078,4577997,Ceremonial Pharmacy,2-223 Ceremonial Drive,,Mississauga,L5R2N3,2366401
-79.5904084,43.6041589,321012567,3566359,Dundas Pharmacy,8-1133 Dundas Street East,,Mississauga,L4Y2C3,2392721
-79.7070282,43.6033588,321012605,363911,St Mary's Medical Care Phcy,1201 Britannia Road West,,Mississauga,L5V1N2,2372417
-79.6492354,43.6030449,321013841,5838855,Kingsbridge Pharmacy,2-20 Kingsbridge Gdn Circle,,Mississauga,L5R3K7,2342001
-79.6265265,43.6025213,321014041,6123474,Rexall,377 Burnamthorpe Road East,,Mississauga,L5A3Y1,2438353
-79.6712265,43.6022114,321015473,8084878,Bristol Pharmacy,10B-512 Bristol Road West,,Mississauga,L5R3Z1,2385985
-79.5457333,43.6019368,321014115,6222795,Rexall #6941,440 Brown'South Line,,Toronto,M8W3T9,2379457
-79.50224,43.6016766,321016309,9063078,Shoppers Drug Mart #959,2850 Lake Shore Boulevard West,,Etobicoke,M8V1J2,2331505
-79.5734335,43.6014954,321012827,4137678,Mdm Pharmacy,2200 Dixie Road,,Mississauga,L4Y1Z4,2397937
-79.5014721,43.6013781,321016138,8871633,Lakeshore Village Pharmacy,A-2835 Lakeshore Boulevard West,,Toronto,M8V3V8,2368081
-79.5040767,43.6012651,321016862,9545673,Renew Toronto Pharmacy,2898 Lake Shore Boulevard West,,Etobicoke,M8V1J2,2352257
-79.5038643,43.6007882,321012135,2573717,Don Russell Drug Mart,2891 Lakeshore Boulevard West,,Toronto,M8V1J1,2313169
-79.6259615,43.600306,321011898,19152,Burnhamthorpe Medical Pharmacy,4-350 Burnhamthorpe Road East,,Mississauga,L5A3S5,2315185
-80.5583808,43.6002356,321015651,8302277,Woolwich Total Health Pharmacy,10 Church Street West,,Elmira,N3B1M3,2356017
-80.5572958,43.6001827,321011452,1018311,Shoppers Drug Mart #1088,11 Arthur Street North,,Elmira,N3B1Z4,2300337
-79.5931294,43.5998048,321015650,8301713,Applewood Medical Pharmacy,8A-966 Dundas Street East,,Mississauga,L4Y4H5,2446609
-79.5798163,43.5997806,321016976,9619914,Centerpharm Pharmacy,1235 Queensway East,Unit 12,Mississauga,L4Y0G4,2338673
-79.5798163,43.5997806,321015254,7786194,Rx Connect Specialty Pharmacy,1235 Queensways East,Unit 19,Mississauga,L4Y0G4,2387505
-79.7807221,43.599733,321012281,2942356,Express Scripts Canada Phrmcy,2915 Argentia Road Unit 7,,Mississauga,L5N8G6,2388833
-79.5801476,43.5995134,321012424,32789,Vivex Pharmacy,5-1185 Queensway East,,Mississauga,L4Y1S1,2374001
-79.7132532,43.599432,321011824,167651,Drugstore Pharmacy #4336,6085 Creditview Road,,Mississauga,L5V2A8,2398353
-79.6792366,43.599166,321016843,9537030,Shoppers Drug Mart #711,720 Bristol Road West,,Mississauga,L5R4A3,2299217
-79.6122005,43.5988834,321014654,7001996,Pharmacy One,620 Bloor Street,,Mississauga,L5A3V9,2268433
-79.7125065,43.5986314,321013975,6052558,Rexall,F001-6045 Creditview Road,,Mississauga,L5V2A8,2395585
-79.6606886,43.5985545,321013808,5787810,Heritage Hills Pharmacy,"9,10-4646 Heritage Hills Boulevard",,Mississauga,L5R1Y4,2321729
-79.5178182,43.5983068,321013560,5387011,Unicare Pharmacy,3170 Lakeshore Boulevard West,,Etobicoke,M8V3X8,2431889
-79.5949066,43.5982914,321012971,4391116,J. C. Pharmacy,B4-2-888 Dundas Street East,,Mississauga,L4Y4H9,2407793
-79.7777058,43.5982581,321016243,8991111,Create Compounding Pharmacy To,2-2900-Argentia Road,,Mississauga,L5N7X9,2416593
-79.5439637,43.5978834,321013597,5442595,Wellness Centre Pharmacy,230 Browns Line,,Etobicoke,M9B6L6,2376625
-79.5982132,43.5976893,321016755,9453511,A Plus Pharmacy,801 Dundas Street East,,Mississauga,L4Y4G9,2328017
-79.6622673,43.5975843,321013384,5118678,Care Plus IDA Pharmacy,46-480 Eglinton Avenue West,,Mississauga,L5R1Y5,2426017
-80.5592704,43.5975755,321013689,5609674,Elmira Remedy's Rx Pharmacy,75 Arthur Street South,,Elmira,N3B2M8,2441425
-79.7600018,43.5973737,321013149,4700559,Millcreek Pharmacy,2-6981 Millcreek Drive,,Mississauga,L5N1N3,2285985
-79.5260945,43.5963481,321015658,8311114,Stress Free Pharmacy,3346 Lake Shore Boulevard West,,Toronto,M8W1M9,2389377
-79.7567196,43.5960837,321014996,7441556,North Medafix Pharmacy,3-6905 Millcreek Drive,,Mississauga,L5N6A3,2285761
-79.5289778,43.5956899,321016511,9238112,Pharma Docs +,3426 Lake Shore Boulevard West,,Etobicoke,M8W1N3,2444609
-79.785589,43.5953595,321015024,7473316,Drugstore Pharmacy #1080,3050 Argentia Road,,Mississauga,L5N8E1,2365009
-79.6032417,43.5952273,321013069,4564554,Cawthra Drug Store,7&8-680 Silver Creek Boulevard,,Mississauga,L5A3Z1,2258705
-79.7790921,43.5946799,321014793,7175754,Extra Mile Pharmacy,2980 Crosscurrent Drive,Unit 6,Mississauga,L5N7C7,2355505
-79.6395991,43.5946614,321013864,5888079,Square One Pharmacy,110-33 City Centre Drive,,Mississauga,L5B2N5,2275457
-79.6846679,43.594528,321011957,2081874,Terry Fox Pharmacy,9-5380 Terry Fox Way,,Mississauga,L5V0A5,2357425
-79.7888675,43.5943,321012323,3041899,Wal-Mart Pharmacy,3155 Argentia Road,,Mississauga,L5N8E1,2413393
-79.5407136,43.5937964,321016044,8762314,Shoppers Drug Mart #903,102-3730 Lake Shore Boulevard West,,Etobicoke,M8W1N6,2338081
-79.6666223,43.5933457,321013401,5136275,Health Plus Pharmacy,3-640 Eglinton Avenue,,Mississauga,L5R3V2,2289153
-79.6665449,43.5933386,321012534,349796,Drug Store Pharmacy #4077,620 Eglinton Avenue West,,Mississauga,L5R3V2,2339153
-79.6442637,43.5932286,321013320,5009411,Wal-Mart Pharmacy,100 City Centre Drive,,Mississauga,L5B2C9,2332945
-79.5384749,43.5930793,321014098,6201558,Rexall #6916,3701 Lakeshore Boulevard West,,Toronto,M8W1P8,2398641
-79.5689449,43.593017,321013083,4584033,Drug Store Pharmacy #4120,1250 South Service Road,,Mississauga,L5E1V4,2299393
-79.7644729,43.5929573,321015380,7974034,Glenderry Pharmacy,2760 Derry Road West,,Mississauga,L5N3N5,2351377
-79.5750655,43.592639,321013129,4672072,Shoppers Drug Mart #507,1077 North Service Road,,Mississauga,L4Y1A6,2292609
-79.6441324,43.5926071,321016092,8823311,Shoppers Drug Mart #1499,1-100 City Centre Drive,,Mississauga,L5B2C9,2385233
-79.7036319,43.592488,321013534,5353155,Shepherd Drug Mart,1474 Pickwick Drive Unit 5A,,Mississauga,L5V2G2,2346513
-79.6342792,43.5923657,321013822,5810517,Matthews Gate Pharmacy,5-3662 Hurontario Street,,Mississauga,L5B1P3,2347409
-79.6259062,43.5922236,321013395,5129559,Shoppers Drug Mart #905,1585 Mississauga Valley Boulevard,,Mississauga,L5A3W9,2272497
-79.6355185,43.5911207,321014042,6123713,Cura Pharmacy,265 Enfield Place Unit R210,,Mississauga,L5B3Y6,2381793
-79.6717465,43.5906914,321014434,6705354,Century City Pharmacy,6-5025 Heatherleigh Avenue,,Mississauga,L5V2Y7,2391761
-79.7585156,43.5906368,321014046,6134998,Maplewood Pharmacy,6-6700 Montevideo Road,,Mississauga,L5N1V1,2399825
