X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID,FORMATTED_ADDRESS
-75.8394004,45.1936183,321013687,5604438,Richmond Village Pharmacy,6146 Perth Street,,Richmond,K0A2Z0,2380785,,"6146 Perth St, Ottawa, ON K0A 2Z0, Canada"
-75.8457399,45.1903537,321014880,7271757,Richmond IDA Pharmacy,6265 Perth Street,,Richmond,K0A2Z0,2439441,,"6265 Perth St, Ottawa, ON K0A 2Z0, Canada"
-75.8456509,45.1902483,321016717,9412030,Paragon Compounding Centre,5-6255 Perth Street,,Richmond,K0A2Z0,2289633,,"6255 Perth St #5, Ottawa, ON K0A 2Z0, Canada"
-74.9670438,45.172112,321014174,6303957,Avonmore Pharmacy,3287 Main Street,,Avonmore,K0C1C0,2396801,,"3287 Main St, Avonmore, ON K0C 1C0, Canada"
-75.6035733,45.1491775,321016652,9358535,Osgoode Pharmacy,3192 Logan Farm Drive,,Osgoode,K0A2W0,2445473,,"3192 Logan Farm Dr, Osgoode, ON K0A 2W0, Canada"
-76.1301374,45.1437808,321012515,3468759,Shoppers Drug Mart #1285,315 Mcneely Avenue,,Carleton Place,K7C4S6,2445681,,"315 McNeely Ave, Carleton Place, ON K7C 0B7, Canada"
-76.1286783,45.1400397,321016075,8804118,Seaway Valley Carleton Place,2C-320 Coleman Street,,Carleton Place,K7C0B5,2399953,,"Unit 2A, 320 Coleman St Unit # 2C, Carleton Place, ON K7C 0B5, Canada"
-74.4995288,45.1398483,321011704,1396457,Lancaster Pharmacy,213 Military Road,,Lancaster,K0C1N0,2262849,,"213 Military Rd, Lancaster, ON K0C 1N0, Canada"
-76.1414489,45.137055,321016350,9098594,Mona's Pharmacy,13 Moore Street,Unit 1,Carleton Place,K7C2R4,2414497,,"13 Moore St Unit 1, Carleton Place, ON K7C 2R4, Canada"
-76.140235,45.1356439,321014637,6977738,Carleton Place IDA Drug Mart,47 Lansdowne Avenue,,Carleton Place,K7C3S9,2392209,,"47 Lansdowne Ave, Carleton Place, ON K7C 3S9, Canada"
-76.1212573,45.1342814,321015116,7588194,Loblaw Pharmacy #4247,455 Mcneely Avenue,,Carleton Place,K7C2S6,2269649,,"455 McNeely Ave, Carleton Place, ON K7C 4S6, Canada"
-76.1253353,45.1334751,321014698,704713,Wal-Mart Pharmacy,450 Mcneely Avenue,,Carleton Place,K7C0A6,2366977,,"450 McNeely Ave, Carleton Place, ON K7C 0A6, Canada"
-75.7162185,45.1308083,321013334,5027473,North Gower Pharmacy,7-2333 Church Street,,North Gower,K0A2T0,2388433,,"2333 Church St #7, North Gower, ON K0A 2T0, Canada"
-79.7577398,45.1186461,321016454,9185990,Hauser's Pharmacy-Rdl,4-21 High Street,,Mactier,P0C1H0,2353537,,"21 High St #4, MacTier, ON P0C 1H0, Canada"
-79.5771764,45.1177092,321015839,8524117,The Apothecary Shop,86 Joseph Street,Po Box 418,Port Carling,L0B1J0,2350705,,"86 Joseph St, Port Carling, ON P0B 1J0, Canada"
-75.2295662,45.1029901,321015893,8575115,Chesterville Pharmacy,21 Main Street North,,Chesterville,K0C1H0,2376865,,"21 Main St N, Chesterville, ON K0C 1H0, Canada"
-75.3545111,45.0924826,321013821,5808432,Seaway Valley Pharmacy,507 Main Street,Po Box 757,Winchester,K0C2K0,2410017,,Canada
-75.3516183,45.090551,321014285,64708,Winchester Heritage Pharmacy,545 St. Lawrence Street,,Winchester,K0C2K0,2397041,,"545 St Lawrence St, Winchester, ON K0C 2K0, Canada"
-75.372981,45.0871697,321014453,6722193,Winchester Pharmasave,C-12015 Main Street West,,Winchester,K0C2K0,2347377,,"12015 Main St W c, Winchester, ON K0C 2K0, Canada"
-77.8619693,45.0686576,321014295,6487633,North Hastings Family Pharmacy,217 Hastings Street North,,Bancroft,K0L1C0,2420417,,"217 Hastings St N, Bancroft, ON K0L 1C0, Canada"
-77.856562,45.0615641,321016267,9020114,Shoppers Drug Mart #1406,118 Hastings Street North,,Bancroft,K0L1C0,2337825,,"118 Hastings St N, Bancroft, ON K0L 1C0, Canada"
-77.8551668,45.0590462,321012308,3001030,Bancroft IDA Drug Mart,90 Hastings Street North,,Bancroft,K0L1C0,2445825,,"90 Hastings St N, Bancroft, ON K0L 1C0, Canada"
-78.5342499,45.0466041,321013424,51669,Haliburton Village Pharmacy,4-15 Hops Drive,,Haliburton,K0M1S0,2396433,,"15 Hops Dr #4, Haliburton, ON K0M 1S0, Canada"
-79.3178476,45.046524,321014550,6860239,Rexall # 8193,3-36 Macdonald Street,,Bracebridge,P1L1R7,2358417,,"36 McDonald St #3, Bracebridge, ON P1L 2C2, Canada"
-79.2897352,45.0464926,321014216,636878,Wal-Mart Pharmacy,40 Depot Drive,,Bracebridge,P1L0A1,2279377,,"40 Depot Dr, Bracebridge, ON P1L 0H1, Canada"
-78.5091096,45.0463755,321012400,3215755,Haliburton Highland Pharmacy,211 Highland Street,,Haliburton,K0M1S0,2331601,,"211 Highland St, Haliburton, ON K0M 1S0, Canada"
-78.5081087,45.0460791,321014140,6256277,Rexall #6999,224 Highland Street,,Haliburton,K0M1S0,2270449,,"224 Highland St, Haliburton, ON K0M 1S0, Canada"
-78.5360535,45.0457724,321015420,8016675,Drugstore Pharmacy #4264,5121 County Road 21,,Haliburton,K0M1S0,2300545,,"5121 Haliburton County Rd 21, Haliburton, ON K0M 1S0, Canada"
-78.510514,45.0453683,321016678,9377952,Shoppers Drug Mart #1530,186 Highland Street,Po Box 37,Haliburton,K0M1S0,2266385,,"186 Highland St, Haliburton, ON K0M 1S0, Canada"
-79.3188387,45.0446585,321014643,6986513,Shoppers Drug Mart # 914,1 - 248 Manitoba Street,,Bracebridge,P1L2E1,2273297,,"248 Manitoba St #1, Bracebridge, ON P1L 2E1, Canada"
-79.3183023,45.0446372,321014908,7310796,Orange Health Phcy-Bracebridge,230 Manitoba Street,,Bracebridge,P1L1S5,2262817,,"230 Manitoba St, Bracebridge, ON P1L 2E1, Canada"
-79.3240785,45.044574,321013918,5977231,Rexall,55 Highway 118 West,,Bracebridge,P1L1T2,2376993,,"55 Muskoka District Road 118 West, Bracebridge, ON P1L 1T2, Canada"
-79.3170234,45.04413,321016119,8853190,Bracebridge Compounding Phcy,200 Manitoba Street,Units 5&6,Bracebridge,P1L2E2,2357889,,"200 Manitoba St, Stayner, ON M8Y 3Y9, Canada"
-75.6761647,45.0428993,321012850,4168395,Equinelle Pharmasave # 9708,90 Royal Landing Gate,,Kemptville,K0G1J0,2411153,,"90 Royal Landing Gate, Kemptville, ON K0G 1J0, Canada"
-79.3224727,45.0421274,321013461,5222591,Drugstore Pharmacy #4125,270 Wellington Street,,Bracebridge,P1L1B9,2370081,,"270 Wellington St, Bracebridge, ON P1L 1B9, Canada"
-74.7414384,45.0359918,321015213,7727338,Pitt Street Pharmacy,1327 Pitt Street,,Cornwall,K6J3T7,2431297,,"1327 Pitt St, Cornwall, ON K6J 3T7, Canada"
-74.7385198,45.0343776,321013239,4888777,Medical Arts Phcy Cornwall Ltd,30-13th Street East,,Cornwall,K6H6V9,2356257,,"30 Thirteenth St E, Cornwall, ON K6H 6V9, Canada"
-78.2207378,45.032675,321012273,2934034,Wilberforce Multicare Pharmacy,2165 Loop Road,,Wilberforce,K0L3C0,2449617,,"2165 Loop Rd, Tory Hill, ON K0L 3C0, Canada"
-74.7220792,45.0326167,321012770,4014792,Freshco Pharmacy #7268,525 Ninth Street East,,Cornwall,K6H0A3,2386241,,"525 Ninth St E, Cornwall, ON K6H 0A3, Canada"
-74.7347256,45.030195,321014395,6636517,Drugstore Pharmacy # 4195,31 Ninth Street East,,Cornwall,K6H6R3,2342049,,"31 Ninth St E, Cornwall, ON K6H 6R3, Canada"
-74.735255,45.029757,321011706,1397394,Jean Coutu Pharmacy #64,5 9th Street East,,Cornwall,K6H6R3,2258833,,"5 Ninth St E, Cornwall, ON K6H 6R3, Canada"
-74.7315953,45.0291818,321015720,8383956,Sydney's Drug Mart,841 Sydney Street,,Cornwall,K6H3J7,2329073,,"841 Sydney St, Cornwall, ON K6H 3J8, Canada"
-74.8947107,45.0291369,321014322,6535751,Long Sault Pharmacy,43 Long Sault Drive,,Long Sault,K0C1P0,2379617,,"43 Long Sault Dr, Long Sault, ON K0C 0B8, Canada"
-75.6291699,45.0290312,321012124,2535313,Wal-Mart Pharmacy,340 Colonnade Drive,,Kemptville,K0G1J0,2415505,,"340 Colonnade Dr, Kemptville, ON K0G 1J0, Canada"
-74.7170406,45.0285008,321014323,6537410,Fullerton Drugs,820 Mcconnell Avenue Suite 114,,Cornwall,K6H4M4,2360817,,"820 McConnell Ave #114, Cornwall, ON K6H 4M4, Canada"
-74.754121,45.0284041,321012324,3044431,Shoppers Drug Mart #606,1236 Brookdale Avenue,,Cornwall,K6J4P8,2304641,,"1236 Brookdale Ave, Cornwall, ON K6J 4P8, Canada"
-74.7309118,45.028183,321013389,5123154,Respect Rx Cornwall,3-805 Sydney Street,,Cornwall,K6H3J7,2366081,,"805 Sydney St #3, Cornwall, ON K6H 3J7, Canada"
-74.7025202,45.0281205,321013002,4440590,Shoppers Drug Mart #1542,1380 2nd Street East,,Cornwall,K6H2B8,2440609,,"1380 Second St E, Cornwall, ON K6H 2B8, Canada"
-74.7313608,45.0251072,321016001,8712075,Cornwall Medical Pharmacy,609 Pitt Street,,Cornwall,K6J3R8,2359121,,"609 Pitt St, Cornwall, ON K6J 3R8, Canada"
-75.652152,45.0230105,321012576,3580431,Shoppers Drug Mart #1226,2727 Country Road 43,,Kemptville,K0G1J0,2431713,,"2727 County Rd 43, Kemptville, ON K0G 1J0, Canada"
-75.6545176,45.0200349,321015549,8176911,Kemptville Medical Pharmacy,2670 County Road 43,,Kemptville,K0G1J0,2329713,,"2670 County Rd 43, Kemptville, ON K0G 1J0, Canada"
-75.6568608,45.0188408,321013100,4613476,Loblaw Pharmacy,2600 Highway 43 West Unit 1,,Kemptville,K0G1J0,2373201,,"2600 County Rd 43 #1, Kemptville, ON K0G 1J0, Canada"
-79.618571,45.0187404,321016120,8853715,Bala Pharmasave,1-3181 Muskoka District Road 169,,Bala,P0C1A0,2397073,,"3181 Muskoka District Road 169 #1, Bala, ON L0K 1E0, Canada"
-75.6580499,45.0183743,321013168,4733514,Kemptville Drugmart,19-20-2600 Highway. 43,,Kemptville,K0G1J0,2449265,,"2600 County Rd 43 #1920, Kemptville, ON K0G 1J0, Canada"
-74.7135996,45.0183214,321015328,7893719,Medical Arts Pharmacy,165 Montreal Road,,Cornwall,K6H1B2,2273969,,"165 Montreal Rd, Cornwall, ON K6H 1B2, Canada"
-74.7288089,45.018095,321012893,4243651,Fullerton Drugs,170 Pitt Street,,Cornwall,K6J3P4,2421857,,"170 Pitt St, Cornwall, ON K6J 3P4, Canada"
-76.3652451,45.0178536,321012815,4116432,Lanark Medical Pharmacy,2-74 George Street,,Lanark,K0G1K0,2373249,,"74 George St #2, Lanark, ON K0G 1K0, Canada"
-74.7257094,45.0177109,321016859,9544718,The People Pharmacy IDA,107 Sydney Street,,Cornwall,K6H3H1,2403793,,"107 Sydney St, Cornwall, ON K6H 3H1, Canada"
-74.731217,45.016998,321015881,8562637,Pharmasave Time Square Phcy,106 Second Street West,,Cornwall,K6J1G5,2390641,,"106 Second St W, Cornwall, ON K6J 1G5, Canada"
-74.725546,45.016268,321016784,9490632,Shoppers Drug Mart #605,1 Water Street East,,Cornwall,K6H6M2,2317521,,"1 Water St E, Cornwall, ON K6H 6M2, Canada"
-74.709872,45.0160139,321016544,9268552,Cotton Mill Pharmacy,107-703 Cotton Mill Street,,Cornwall,K6H0E7,2381457,,"703 Cotton Mill St #107, Cornwall, ON K6H 0E7, Canada"
-75.6624602,45.015413,321014927,7335751,Somerville Family Pharmacy,11 Somerville Road,,Kemptville,K0G1J0,2369265,,"11 Somerville Rd, Kemptville, ON K0G 1J0, Canada"
-74.759276,45.012174,321016807,95186,Riverdale Whole Health Phcy,1201 Second Street West,,Cornwall,K6J1J2,2344673,,"1201 Second St W, Cornwall, ON K6J 1J2, Canada"
-74.7406731,45.0041271,321014587,6920914,Arrowhead Pharmacy,219 Akwesasne International,Rd,Akwesasne,K6H0G5,2360081,,"219 Akwesasne International Rd, Summerstown, ON K0C 2E0, Canada"
-74.9884593,44.997007,321013111,4631955,Ingleside IDA Pharmacy,3 Thorold Lane,,Ingleside,K0C1M0,2275361,,"3 Thorold Ln, Ingleside, ON K0C 1M0, Canada"
-81.2545851,44.9868446,321013330,5025475,Peninsula Pharmacy,"76 Main Street, Box 10",,Lions Head,N0H1W0,2304657,,"76 Main St, Lion's Head, ON N0H 1W0, Canada"
-78.7241507,44.9251872,321013144,4691275,Minden Pharmasave,110 Bobcaygeon Road,Po Bx 300,Minden,K0M2K0,2388641,,"110 Bobcaygeon Rd, Minden, ON K9M 2K0, Canada"
-79.3722085,44.9215372,321015055,7513951,Drugstore Pharmacy #4130,290 First Street North,,Gravenhurst,P1P1H3,2448945,,"Town of, 290 First St N, Gravenhurst, ON P1P 1H3, Canada"
-79.3748887,44.9207877,321016170,8909513,Gravenhurst Phcy Pharmachoice,205 Muskoka Road North,,Gravenhurst,P1P1X2,2381025,,"205 Muskoka Rd N, Gravenhurst, ON P1P 1X2, Canada"
-78.7251537,44.9203379,321012941,4331315,Highland Remedy's Rx 160,33 Bobcaygeon Road,,Minden,K0H2K0,2335761,,"33 Bobcaygeon Rd, Minden, ON K0M 2K0, Canada"
-79.3729853,44.92032,321012741,3962199,Gravenhurst IDA Pharmacy,180 Brock Street,,Gravenhurst,P1P1X2,2303441,,"Town of, 180 Brock St, Gravenhurst, ON P1P 1X2, Canada"
-75.8397273,44.9201552,321016016,8728594,Merrickville Pharmacy,105 Broadway Street,Po Box 149,Merrickville,K0G1N0,2425745,,"105 Broadway St E, Merrickville, ON K0G 1N0, Canada"
-79.3884167,44.9189838,321014857,7244234,Muskoka Wharf Pharmasave,3-125 Steamship Bay Road,,Gravenhurst,P1P1Z9,2322993,,"125 Steamship Bay Rd #3, Gravenhurst, ON P1P 1Z9, Canada"
-79.3728265,44.9159959,321015623,8266191,Shoppers Drug Mart #1345,511 Muskoka Road South,,Gravenhurst,P1P1J8,2393441,,"511 Muskoka Rd S, Gravenhurst, ON P1P 1J8, Canada"
-75.8355936,44.9153381,321015981,869199,Merrickville Drug Mart,112 Wellington Street East,,Merrickville,K0G1N0,2397457,,"112 Wellington St E, Merrickville, ON K0G 1N0, Canada"
-76.2632243,44.9099618,321017221,9774513,Shoppers Drug Mart #1505,50 Dufferin Street,,Perth,K7H3A6,2385201,,"50 Dufferin St, Perth, ON K7H 3A6, Canada"
-76.2649108,44.9076135,321015486,8100556,Perth Mews Pharmacy,095-80 Dufferin Street,,Perth,K7H3A7,2383169,,"80 Dufferin St #095, Perth, ON K7H 3A7, Canada"
-76.0296279,44.9052657,321013929,5990797,Rexall,91 Cornelia Street West,,Smiths Falls,K7A5L3,2383713,,"91 Cornelia St W, Smiths Falls, ON K7A 5L3, Canada"
-76.2531705,44.9045898,321015093,7559117,Perth Family Pharmacy,14 Isabelle Street,,Perth,K7H2W6,2286577,,"14 Isabella St, Perth, ON K7H 2W6, Canada"
-75.1805388,44.9015281,321016841,9536594,Upper Canada Remedy's Rx 189,139 Main Street,,Morrisburg,K0C1X0,2301777,,"139 Main St, Morrisburg, ON K0C 1X0, Canada"
-76.0220582,44.9015087,321017266,9810831,Shoppers Drug Mart #1317,54 Beckwith Street North,,Smiths Falls,K7A2B5,2353505,,"54 Beckwith St N, Smiths Falls, ON K7A 2B5, Canada"
-76.2519615,44.9010141,321016812,9521092,Perth Downtown Pharmasave,57 Foster Street,,Perth,K7H1R9,2374849,,"57 Foster St, Perth, ON K7H 1R9, Canada"
-75.1827718,44.9009394,321012559,3541199,Seaway Valley Pharmacy,45 Main Street,,Morrisburg,K0C1X0,2386305,,"45 Main St, Morrisburg, ON K0C 1X0, Canada"
-76.0210441,44.8996407,321014053,6144718,Rexall,2 Beckwith Street North,,Smiths Falls,K7A2B1,2324001,,"2 Beckwith St N, Smiths Falls, ON K7A 2B1, Canada"
-76.020494,44.8994382,321016178,8918353,Smiths Falls Drug Mart,5B Main Street East,,Smiths Falls,K7A1A1,2449425,,"5B Main St E, Smiths Falls, ON K7A 1A1, Canada"
-76.0268088,44.892481,321011475,1057956,The Drugstore Pharmacy #4092,25 Ferrara Drive,,Smiths Falls,K7A5K6,2369793,,"25 Ferrara Dr, Smiths Falls, ON K7A 5K6, Canada"
-76.0328435,44.892262,321014518,6815333,Wal-Mart Pharmacy,114 Lombard Street,,Smith Falls,K7A5B8,2270529,,"114 Lombard St, Smiths Falls, ON K7A 0A2, Canada"
-76.2403475,44.891535,321016008,8720592,Tay River Medical Pharmacy,104-9 Eric Devlin Lane,,Perth,K7H0C4,2315281,,"9 Eric Devlin Ln #104, Perth, ON K7H 1K8, Canada"
-76.0189586,44.8883831,321015368,7955796,Smiths Falls Family Pharmacy,2-207 Brockville Street,,Smiths Falls,K7A3Z3,2404129,,"207 Brockville St Unit 2, Smiths Falls, ON K7A 3Z3, Canada"
-76.0155022,44.8823709,321012740,3960271,Target Pharmacy T-3522,275 Brockville Street,,Smiths Falls,K7A4Z6,2318241,,"275 Brockville St, Smiths Falls, ON K7A 4Z6, Canada"
-75.31649,44.8490669,321013976,6056135,Gilmer Pharmacy Ltd,41 Plaza Drive,,Iroquois,K0E1K0,2418657,,"41 Plaza Dr, Iroquois, ON K0E 1K0, Canada"
-75.5470977,44.8459609,321015754,8423315,Spencerville Pharmasave,29 Bennett Street,Po Box 10,Spencerville,K0E1X0,2394497,,"Spencerville, ON K0E 1X0, Canada"
-75.379584,44.7885777,321016564,92866,Cardinal Drug Mart,331 Walter Street,Po Box 519,Cardinal,K0E1E0,2357249,,Canada
-75.3798008,44.787996,321014147,6267595,Rexall #8132,2100 Dundas Street,,Cardinal,K0E1E0,2356305,,"2100 Dundas St, Cardinal, ON K0E 1E0, Canada"
-78.6521497,44.7830012,321015260,7798350,Kinmount Downtown Pharmacy,4084 County Road 121,Po Box 270,Kinmount,K0M2A0,2275585,,"Box 270, 4084 County Rd 121, Kinmount, ON K0M 2A0, Canada"
-78.6471374,44.7827891,321012966,4374475,Kinmount Pharmacy,31 County Road 503,Po Bx 130,Kinmount,K0M2A0,2324897,,"31 Haliburton County Rd 503, Kinmount, ON K0M 2A0, Canada"
-76.6905213,44.7710653,321017288,9911492,Sharbot Lake Pharmasave,1036 Elizabeth Street Box 67,,Sharbot Lake,K0H2P0,2405921,,"1036 Elizabeth St, Sharbot Lake, ON K0H 0A3, Canada"
-79.9332595,44.7676874,321015506,8126351,Shoppers Drug Mart #1004,122 Main Street,,Penetanguishene,L9M1M3,2398321,,"122 Main St, Penetanguishene, ON L9M 1T6, Canada"
-79.9325068,44.7660737,321016167,8905679,Village Square Pharmacy,101-2 Poyntz Street,,Penetanguishene,L9M1M2,2440353,,"2 Poyntz St #101, Penetanguishene, ON L9M 1M2, Canada"
-78.0871605,44.7558525,321015807,8492874,Apsley Pharmacy,168 Burleigh Street,Po Box 310,Apsley,K0L1A0,2424193,,"168 Burleigh St, Apsley, ON K0L 1A0, Canada"
-79.7737461,44.7519544,321013556,5381393,Tay Guardian Pharmacy,115 William Street,,Victoria Harbour,L0K2A0,2284657,,"115 William St, Victoria Harbour, ON L0K 2A0, Canada"
-79.9061213,44.7514761,321017229,9781836,Optimal Pharmacy-Midland,847 Vindin Street,,Midland,L4R4L9,2266561,,"847 Vindin St, Midland, ON L4R 4L9, Canada"
-79.3331676,44.7504405,321017172,9745234,Beers Family Pharmacy,3381 Muskoka Street,Po Box 490,Washago,L0K2B0,2399841,,"3381 Muskoka St, Washago, ON L0K 2B0, Canada"
-79.8854149,44.7492173,321017159,9738956,Arcade And Jory Guardian Phcy,286 King Street,,Midland,L4R3M6,2264849,,"286 King St, Midland, ON L4R 3M6, Canada"
-81.1411737,44.7433568,321015153,763178,Mckenzie's Pharmacy Ltd,608 Berford Street,,Wiarton,N0H2T0,2264305,,"608 Berford St, Wiarton, ON N0H 2T0, Canada"
-79.909657,44.7401008,321014259,6442316,Shoppers Simply Pharmacy #3009,240 Penetanguishene Road,Huronia Medical Centre,Midland,L4R0E8,2274401,,"240 Penetanguishene Rd #210, Midland, ON L4R 4P4, Canada"
-77.1609237,44.738334,321012137,2576910,Tobia's Guardian Pharmacy,12357 Highway 41,,Northbrook,K0H2G0,2446081,,"12357 Hwy 41, Northbrook, ON K0H 2G0, Canada"
-81.1388846,44.7381623,321012168,26590,Bayside Pharmacy,369 Mary Street,Allied Professional Serv Bldg,Wiarton,N0H2T0,2370993,,"369 Mary St, Wiarton, ON N0H 2T0, Canada"
-79.9080345,44.7375879,321017191,9761992,Midland Guardian Pharmacy,19-9225 93 Highway,,Midland,L4R4K4,2382273,,"9225 ON-93 #19, Midland, ON L4R 4K4, Canada"
-79.9089527,44.7359707,321014608,6947272,Shoppers Drug Mart # 973,9186 Highway 93,,Midland,L4R4K4,2350241,,"9186 ON-93, Midland, ON L4R 4K4, Canada"
-79.8768734,44.7290877,321013868,5897951,Wal-Mart Pharmacy,16845 Highway 12 Rural Route 1,,Midland,L4R4K3,2339201,,"16845 ON-12 #1, Midland, ON L4R 0A9, Canada"
-79.8728411,44.7288161,321013617,5482836,Midland Clinic IDA Pharmacy,952 Jones Road,,Midland,L4R4K3,2377201,,"Beside IDA Pharmacy, 952 Jones Rd, Midland, ON L4R 0G1, Canada"
-79.8689658,44.7278648,321015644,8297032,Huronia Medical Pharmacy,2A-619 Prospect Boulevard,,Midland,L4R0G3,2312641,,"619 Prospect Blvd #2a, Midland, ON L4R 0G3, Canada"
-75.5205989,44.7248448,321015786,8463156,Prescott Remedy's Rx,150 Prescott Centre Drive,,Prescott,K0E1T0,2369169,,"150 Prescott Centre Dr, Prescott, ON K0E 1T0, Canada"
-79.8972313,44.7175885,321014327,6544037,Loblaw Pharmacy,9292 Highway 93,,Midland,L4R4K4,2263985,,"9292 ON-93, Midland, ON L4R 4K4, Canada"
-79.6462252,44.7141518,321016405,914318,Coldwater Guardian Pharmacy,45 River Street North,,Coldwater,L0K1E0,2432177,,"45 River St, Coldwater, ON L0K 1E0, Canada"
-75.5155863,44.708974,321015226,7750212,Seaway Valley Pharmacy,254 King Street West,,Prescott,K0E1T0,2375073,,"254 King St W, Prescott, ON K0E 1T0, Canada"
-75.5151859,44.7087879,321015748,8420238,Shoppers Drug Mart #1506,231 King Street West,Po Box 1570,Prescott,K0E1T0,2387425,,"231 King St W, Prescott, ON K0E 1T0, Canada"
-79.3905343,44.7037244,321016275,9029794,Pharmasave-Cumberland Beach Ph,"4,5-9095 Highway 11",,Cumberland Beach,L0K1G0,2422577,,"9095 ON-11 Unit # 4,5, Cumberland Beach, ON L0K 1G0, Canada"
-76.1980034,44.6923167,321015708,8371479,Portland Pharmacy,2761 Highway 15,,Portland,K0G1V0,2313601,,"2761 ON-15, Portland, ON K0G 1V0, Canada"
-76.3963818,44.6795277,321012161,2640075,Village Pharmacy,3 Church Street,,Westport,K0G1X0,2288625,,"3 Church St, Westport, ON K0G 1X0, Canada"
-76.3963818,44.6795277,321012930,4316751,Westport Village Pharmacy,3 Church Street,,Westport,K0G1X0,2381425,,"3 Church St, Westport, ON K0G 1X0, Canada"
-78.7973197,44.6589447,321014966,7400270,Coby Pharmacy,6662 Highway 35,,Coboconck,K0M1K0,2315953,,"6662 Hwy 35, Kawartha Lakes, ON K0M 1K0, Canada"
-79.3513015,44.6466161,321012674,3794594,Ben's Pharmacy,5884 Rama Road South,,Rama,L0K1T0,2357057,,"5884 Rama Rd, Orillia, ON L3V 6H6, Canada"
-81.2655487,44.6300467,321012558,353575,Sauble Pharmacy,329 Main Street,,Sauble Beach,N0H2G0,2355297,,"329 Main St, Sauble Beach, ON N0H 2G0, Canada"
-75.9514833,44.6264829,321014249,6433558,Athens Pharmasave,16 Main Street,,Athens,K0E1B0,2418081,,"16 Main St E, Athens, ON K0E 1B0, Canada"
-79.4219485,44.6241517,321015766,8438470,Laclie Pharmacy,1-400 Laclie Street,,Orillia,L3V4P5,2314321,,"400 Laclie St #1, Orillia, ON L3V 4P5, Canada"
-79.4342652,44.6227573,321016274,9029516,Fittons Pharmacy,20-425 West Street North,,Orillia,L3V7R2,2337985,,"425 West Street N #20, Orillia, ON L3V 3J1, Canada"
-79.4243937,44.6176968,321015735,83983,Couchiching Pharmacy,101-300 Peter Street North,,Orillia,L3V5A2,2404769,,"300 Peter St N unit 101, Orillia, ON L3V 5A2, Canada"
-75.6812822,44.6169494,321015310,7867490,Drugstore Pharmacy #1017,1792 Parkedale Avenue,,Brockville,K6V5T2,2427425,,"1792 Parkedale Ave, Brockville, ON K6V, Canada"
-75.6860838,44.6150762,321013527,5339332,Wal-Mart Pharmacy,1942 Parkdale Avenue,,Brockville,K6V7N4,2360385,,"1942 Parkedale Ave, Brockville, ON K6V 3G9, Canada"
-79.4461309,44.6148152,321012250,2853095,Wal-Mart Pharmacy,175 Murphy Road,,Orillia,L3V0B5,2294849,,"175 Murphy Rd, Orillia, ON L3V 0B5, Canada"
-79.4151056,44.6123309,321012764,4004838,Metro Pharmacy #579,70 Front Street,,Orillia,L3V4R8,2385569,,"70 Front St N, Orillia, ON L3V 4R7, Canada"
-79.4162156,44.6116406,321012052,2316871,Shoppers Drug Mart #991,55 Front Street,,Orillia,L3V4R8,2262177,,"55 Front St N, Orillia, ON L3V 4R7, Canada"
-79.4542395,44.6110617,321013325,5017670,Food Basics Pharmacy #586,975 West Ridge Boulevard,,Orillia,L3V8A3,2432625,,"975 W Ridge Blvd, Orillia, ON L3V 8A3, Canada"
-79.4151204,44.6105278,321015622,8265030,Downtown Dispensary,188 Mississauga Street East,,Orillia,L3V1V9,2425489,,"188 Mississaga St E, Orillia, ON L3V 1V9, Canada"
-79.4183208,44.6090553,321014060,6150997,Rexall Pharma Plus #2295,58 Mississauga Street East,,Orillia,L3V1V5,2286017,,"58 Mississaga St E, Orillia, ON L3V 1V5, Canada"
-76.2212925,44.6081613,321016366,9113559,Elgin Drugs,15 Main Street,,Elgin,K0G1E0,2318321,,"15 Main St, Elgin, ON K0G 1E0, Canada"
-79.4378912,44.6081312,321012589,3603559,Drugstore Pharmacy #580,289 Coldwater Road,,Orillia,L3V6J3,2435169,,"289 Coldwater Rd, Orillia, ON L3V 3M1, Canada"
-79.4192908,44.6081131,321014886,7277519,Orillia Drug Store,1 Mississauga Street East,,Orillia,L3V1V4,2323329,,"1 Mississaga St E, Orillia, ON L3V 1V4, Canada"
-75.7135087,44.608001,321016418,9155175,Kensington Pharmacy,13-1275 Kensington Parkway,,Brockville,K6V6C3,2369521,,"1275 Kensington Pkwy #13, Brockville, ON K6V 6N8, Canada"
-79.4397029,44.6079703,321014644,6986835,Shoppers Drug Mart #971,149 Westmount Drive North,,Orillia,L3V6C7,2318577,,"149 Westmount Dr N, Orillia, ON L3V 6C5, Canada"
-80.5922881,44.6077366,321014313,6523274,Rexall #8196,54 Sykes Street North,,Meaford,N4L1R2,2283857,,"54 Sykes St N, Meaford, ON N4L 1R2, Canada"
-75.6930256,44.6072316,321013751,5702992,Parkedale Pharmacy,2235 Parkedale Avenue,,Brockville,K6V6B2,2442689,,"2235 Parkedale Ave, Brockville, ON K6V 6M2, Canada"
-79.4204251,44.6062078,321011448,100544,City Med Pharmacy,43 Colborne Street West,,Orillia,L3V2Y5,2412641,,"43 Colborne St W, Orillia, ON L3V 2Y5, Canada"
