X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID,FORMATTED_ADDRESS
-79.5557738,43.7155643,321013580,5421518,Islington Discount Pharmacy,201-2304 Islington Avenue,,Etobicoke,M9W3W9,2280465,,"2304 Islington Ave #201, Etobicoke, ON M9W 3W9, Canada"
-79.4524396,43.7151961,321017149,9733719,Shoppers Drug Mart #821,770 Lawrence Avenue West,,Toronto,M6A3C6,2327009,,"770 Lawrence Ave W, Toronto, ON M6A 3C8, Canada"
-79.5830788,43.715142,321016979,9622358,Queen's Plate Pharmacy,306 Rexdale Boulevard,,Toronto,M9W1R6,2415617,,"306 Rexdale Blvd, Etobicoke, ON M9W 1R6, Canada"
-79.7214924,43.7150221,321017071,9682514,Shoppers Drug Mart #702,379-25 Peel Centre Drive,,Brampton,L6T3R5,2378705,,"25 Peel Centre Dr Unit 379, Brampton, ON L6T 3R5, Canada"
-79.7806265,43.7147814,321013615,5480918,Shoppers Simply Pharmacy #3088,380 Bovaird Drive East Unit 26,,Brampton,L6S2S8,2434785,,"380 Bovaird Dr E #26, Brampton, ON L6Z 2S1, Canada"
-79.3053673,43.7144539,321016236,8986190,O'Connor Medical Pharmasave,1537 O'Connor Drive,,East York,M4B2V7,2330577,,"1537 O'Connor Dr, Toronto, ON M4B 2V7, Canada"
-80.3725932,43.7142866,321015091,7556557,Fergus Pharmacy & Compounding,B-500 Garafraxa Street East,,Fergus,N1M1E7,2339105,,"500 Garafraxa St E Unit B, Fergus, ON N1M 1E7, Canada"
-79.5533142,43.7142079,321015058,7514914,Wal-Mart Pharmacy,2245 Islington Avenue,,Toronto,M9W3W7,2386913,,"Walmart, 2245 Islington Ave, Toronto, ON M9W 3W6, Canada"
-79.6299284,43.7141143,321017032,9659915,Shoppers Drug Mart #3072,3530 Derry Road East,,Mississauga,L4T4E3,2436241,,"3530 Derry Rd E, Mississauga, ON L4T 4E3, Canada"
-79.37795,43.714079,321016832,9531278,Shoppers Drug Mart #1313,101-1860 Bayview Avenue,,Toronto,M4G0C3,2345313,,"1860 Bayview Ave unit 101, Toronto, ON M4G 0C3, Canada"
-79.3340642,43.7140201,321011455,1022672,Shoppers Drug Mart #1516,747 Don Mills Road Unit 12,,Toronto,M3C1T2,2259601,,"747 Don Mills Rd. Unit 12, North York, ON M3C 1T2, Canada"
-79.457478,43.713914,321016060,878795,Columbus Pharmacy,101-960 Lawrence Avenue West,,North York,M6A1C4,2300305,,"960 Lawrence Ave W Suite 101, North York, ON M6A 3B5, Canada"
-79.2984112,43.7139071,321012932,4319650,Victoria Park Pharmacy,1314 Victoria Park Avenue,,Toronto,M4B2L4,2394273,,"1314 Victoria Park Ave, East York, ON M4B 2L4, Canada"
-79.3358026,43.7139049,321013316,5004871,Ariana Pharmacy,4-751 Don Mills Road,,North York,M3C1S3,2293329,,"751 Don Mills Rd. #4, North York, ON M3C 1T2, Canada"
-79.453961,43.713785,321012388,3182031,John & Jack Pharmacy,787 Lawrence Avenue West,,Toronto,M6A1C2,2323553,,"787 Lawrence Ave W, North York, ON M6A 1C2, Canada"
-79.4287757,43.7137815,321015713,8376278,Romana Pharmacy,2888 Bathurst Street,,North York,M6B4H6,2435553,,"2888 Bathurst St, North York, ON M6B 4H6, Canada"
-79.3072042,43.7137581,321016248,8998793,Theodore Pharmacy,1450 O'Connor Drive,,Toronto,M4B2T8,2268897,,"1450 O'Connor Dr, East York, ON M4B 2V5, Canada"
-79.6329882,43.7137137,321013982,6059971,Quick-Med Pharmacy,3427 Derry Road East,,Mississauga,L4T4H7,2419937,,"3427 Derry Rd E, Mississauga, ON L4T 1A8, Canada"
-79.7456717,43.7136274,321012347,3095233,Lakeridge Pharmacy,456 Vodden Street East,,Brampton,L6S5Y7,2328145,,"456 Vodden St E, Brampton, ON L6S 5Y7, Canada"
-79.4286639,43.7133158,321013814,5795632,Delray Pharmacy,2812 Bathurst Street,,Toronto,M6B3A6,2447985,,"2812 Bathurst St, North York, ON M6B 3A6, Canada"
-79.7278466,43.7132632,321016760,945990,Bramcity Pharmacy,14 Lisa Street,,Brampton,L6T4W2,2353361,,"14 Lisa St., Brampton, ON L6T 5R2, Canada"
-80.3907822,43.7130884,321013162,4726158,Centre Wellington Remedy's Rx,1-855 St David Street North,,Fergus,N1M2W3,2409393,,"855 St David St N #1, Fergus, ON N1M 2W3, Canada"
-79.3661379,43.7130587,321012165,2656619,Leaside Community Pharmacy,795 Eglinton Avenue East,,Toronto,M4G4E4,2302689,,"795 Eglinton Ave E, East York, ON M4G 4E4, Canada"
-79.3776708,43.712824,321015353,7933837,Rexall,1820 Bayview Avenue,,Toronto,M4G4G7,2380273,,"1820 D Bayview Ave, Toronto, ON M4G 4G7, Canada"
-79.8271815,43.7127758,321013235,4872917,Storybrook Pharmacy,1-611 Wanless Drive,,Brampton,L7A3Y6,2405201,,"611 Wanless Dr Unit 1, Brampton, ON L7A 3Y6, Canada"
-79.5546558,43.7127576,321016985,9627790,Costco Pharmacy #1655,2260 Islington Avenue,,Etobicoke,M9W3W6,2435265,,"2260 Islington Ave, Etobicoke, ON M9W 3W8, Canada"
-79.3999061,43.7125566,321016266,9019796,The Village Pharmacy,2518 Yonge Street,,Toronto,M4P2H7,2290593,,"2518 Yonge St, Toronto, ON M4P 2H7, Canada"
-80.3891733,43.7118764,321012518,3477393,Wal-Mart Pharmacy,801 St David Street North,,Fergus,N1M2L1,2338769,,"801 St David St N, Fergus, ON N1M 2L1, Canada"
-79.6585397,43.7116732,321015234,7757073,Trimd Pharmacy,5B-7500 Bath Road,,Mississauga,L4T1L2,2332721,,"7500 Bath Rd #5b, Mississauga, ON L4T 1L2, Canada"
-79.5651477,43.71129,321016305,9057254,Shoppers Drug Mart #857,123 Rexdale Boulevard,,Etobicoke,M9W1P1,2428625,,"123 Rexdale Blvd, Etobicoke, ON M9W 1P1, Canada"
-79.4678125,43.7111494,321014692,7041872,Blue Sky Pharmacy,1176-A StreetClair Avenue West,,Toronto,M6E1B4,2269393,,"Lawrence Ave W, Toronto, ON, Canada"
-79.6277662,43.7110867,321012810,4110152,Total Health Pharmacy,202-6870 Goreway Drive,,Mississauga,L4V1P1,2371489,,"# 203, 6870 Goreway Dr #202, Mississauga, ON L4V 1P1, Canada"
-79.6534963,43.7110281,321011726,1443478,Airport Pharmacy,2985 Drew Road Unit 114,,Mississauga,L4T0A4,2289185,,"2985 Drew Rd Unit # 114, Mississauga, ON L4T 4E5, Canada"
-79.5340078,43.7104035,321011822,166796,Loblaw Pharmacy,2549 Weston Road,,Toronto,M9N2A7,2443009,,"2549 Weston Rd, York, ON M9N 2A7, Canada"
-79.8157408,43.7102496,321015070,7527312,Potters Wheel Pharmacy,3-10725 Mclaughlin Road,,Brampton,L7A3E5,2338993,,"3, 10725 McLaughlin Rd #3, Brampton, ON L7A 3E5, Canada"
-79.8108038,43.7101434,321011926,1981715,Van Kirk Pharmacy,205 Van Kirk Drive,,Brampton,L7A3V4,2406209,,"205 Van Kirk Dr, Brampton, ON L7A 3V4, Canada"
-79.3987013,43.7100668,321016782,9489234,Yonge Drug Mart,104-2399 Yonge Street,,Toronto,M4P2E7,2310865,,"2399 Yonge St #104, Toronto, ON M4P 3H1, Canada"
-79.7910764,43.7100214,321017185,9758032,Greencross Pharmacy,5-1 Wexford Road,,Brampton,L6Z2W1,2441217,,"1 Wexford Rd #5, Brampton, ON L6Z 2W1, Canada"
-79.3326153,43.7098727,321012836,4150117,Overlea Pharmacy,10 Gateway Boulevard Suite 100A,,North York,M3C1A3,2388593,,"#140, 10 Gateway Blvd #100a, North York, ON M3C 3A1, Canada"
-79.6518108,43.709864,321011940,2030359,Drewport Pharmacy,2980 Drew Road,Unit 126,Mississauga,L4T0A7,2432049,,"2980 Drew Rd #126, Mississauga, ON L4T 0A7, Canada"
-79.5102368,43.7093479,321015196,7696273,Pharmcare IDA Pharmacy,200 Church Street,,Toronto,M9N1N8,2398977,,"200 Church St, Toronto, ON M5B 1Z2, Canada"
-79.2964303,43.7092621,321011445,100303,Main Drug Mart,1180 Victoria Park Avenue,,Toronto,M4B2K4,2279121,,"1180 Victoria Park Ave, Scarborough, ON M4B 3N2, Canada"
-79.5056823,43.7091393,321015086,7549511,Welcome Care Pharmacy,1884 Jane Street,,York,M9N2T5,2397393,,"1884 Jane St, York, ON M9N 2T5, Canada"
-79.3978469,43.7089406,321012207,2753354,Shoppers Drug Mart #841,2345 Yonge Street,,Toronto,M4P1E4,2371057,,"2345 Yonge St, Toronto, ON M4P 2C8, Canada"
-79.2485036,43.7087615,321013937,6000070,Rexall #711,103-2447 Kingston Road,,Scarborough,M1N1V4,2432721,,"2447 Kingston Rd #103, Scarborough, ON M1N 1V4, Canada"
-79.454025,43.708522,321015109,7577393,Glen Park Pharmacy,2920 Dufferin Street,,Toronto,M6B3S8,2334913,,"2920 Dufferin St, Toronto, ON M6B 3S8, Canada"
-79.3919675,43.7082867,321015771,8442198,Razi,101-212 Eglinton Avenue East,,Toronto,M4P0A3,2276497,,"212 Eglinton Ave E #101, Toronto, ON M4P 0A3, Canada"
-79.4739969,43.7082099,321014751,7117577,Wal-Mart Pharmacy,1305 Lawrence Avenue West,,Toronto,M6L1A5,2305681,,"1305 Lawrence Ave W, North York, ON M6L 1A5, Canada"
-79.478198,43.7081764,321012545,3516555,Demarco Pharmacy,2394 Keele Street,,Toronto,M6M4A5,2316689,,"2394 Keele St, North York, ON M6M 4A5, Canada"
-79.3895666,43.7081678,321013061,4548911,Mount Pleasant Pharmacy,245 Eglinton Avenue East,,Toronto,M4P3B7,2261873,,"245 Eglinton Ave E, Toronto, ON M4P 3B7, Canada"
-79.2962466,43.7079314,321016279,9031754,Glen George Pharmacy,1118 Victoria Park Avenue,,East York,M4B2K3,2358321,,"1118 Victoria Park Ave, East York, ON M4B 2K3, Canada"
-79.6959629,43.7079149,321014312,6522514,Polycare Pharmacy,6-68 Bramalea Road,,Brampton,L6T0H2,2439265,,"68 Bramalea Rd Unit 6, Brampton, ON L6T 0H2, Canada"
-79.2495639,43.7078167,321012319,30228,Kingston Pharmacy,2377 Kingston Road,,Scarborough,M1N4E7,2274001,,"2377 Kingston Rd, Scarborough, ON M1N 1V2, Canada"
-79.3108847,43.7077862,321014706,7056712,Health Sheild Pharmacy,939 O'Connor Drive,,Toronto,M4B2S7,2423681,,"939 O'Connor Dr, East York, ON M4B 2S7, Canada"
-79.3435242,43.7077306,321016085,8813714,Thornlea Pharmacy,4A-62 Overlea Boulevard,,Toronto,M4H1C4,2280737,,"62 Overlea Blvd #4a, East York, ON M4H 1C4, Canada"
-79.3755465,43.7077051,321017079,9687957,Bayside Medical Pharmacy,1685 Bayview Avenue,,Toronto,M4G3C1,2387969,,"1685 Bayview Ave, Toronto, ON M4G 3C1, Canada"
-79.2692406,43.7076668,321012110,2510152,Pharmasave Pharmacy,462 Birchmount Road,,Scarborough,M1K1N8,2259377,,"462 Birchmount Rd, Scarborough, ON M1W 3T8, Canada"
-79.4762736,43.7076535,321012669,3785675,North Park Medical Pharmacy,2355 Keele Street #D2,,Toronto,M6M4A1,2399777,,"2355 Keele St Unit D2, Toronto, ON M6M 4A2, Canada"
-79.3600686,43.7076014,321016813,9522518,Shoppers Drug Mart #6025,B-25 Industrial Street,,Toronto,M4G1Z2,2264769,,"25 Industrial St Unit B, Toronto, ON M4G 1Z2, Canada"
-79.7824326,43.707564,321011757,1529634,Loblaw Pharmacy #4068,60 Quarry Edge Drive,,Brampton,L6V1K2,2278689,,"60 Quarry Edge Dr, Brampton, ON L6V 4K2, Canada"
-79.3957359,43.7075582,321012260,287718,Apex Drug Mart,90 Eglinton Avenue East,,Toronto,M4P2Y3,2448801,,"90 Eglinton Ave E, Toronto, ON M4P 2Y3, Canada"
-79.6991835,43.7074041,321016343,9091797,Shoppers Drug Mart#701,34A Avondale Boulevard,,Brampton,L6T1H3,2381297,,"34A Avondale Blvd, Brampton, ON L6T 1H3, Canada"
-79.3429395,43.7072766,321013611,5468111,Thorncliffe Pharmacy,106-65 Overlea Boulevard,,Toronto,M4H1P1,2412465,,"65 Overlea Blvd #106, Toronto, ON M4H 1P1, Canada"
-79.3480216,43.7071966,321014817,7196553,Costco Pharmacy #1316,42 Overlea Boulevard,,Toronto,M4H1B8,2342033,,"42 Overlea Blvd, Toronto, ON M4H 1B6, Canada"
-79.7331049,43.7071432,321013465,522517,Healthplex Pharmacy,150 West Drive Unit 101A,,Brampton,L6T4P9,2390849,,"150 West Dr Unit 101A, Brampton, ON L6T 4P9, Canada"
-79.3988865,43.7071155,321014039,6119639,Rexall #2055,2300 Yonge Street,,Toronto,M4P1E4,2440001,,"2300 Yonge St, Toronto, ON M4P 1E4, Canada"
-79.7869786,43.7067546,321014080,6177237,Rexall,10035 Hurontario Street,Units 13-15,Brampton,L6Z0E6,2421697,,"10035 Hurontario St #13, Brampton, ON L6Z 0E6, Canada"
-79.2501334,43.7067318,321015306,7860433,Shoppers Drug Mart #1382,2301 Kingston Road,,Scarborough,M1N1V1,2389089,,"2301 Kingston Rd, Scarborough, ON M1N 1V1, Canada"
-79.3891537,43.7064696,321017203,9767638,Wellnessshield,701 Mount Pleasant Road,,Toronto,M4S2N4,2288689,,"701 Mt Pleasant Rd, Toronto, ON M4S 2N4, Canada"
-79.3898069,43.7063693,321015947,8646799,Shoppers Drug Mart #818,710 Mount Pleasant Road,,Toronto,M4S2N6,2268865,,"710 Mt Pleasant Rd, Toronto, ON M4S 2N6, Canada"
-79.3750186,43.7063225,321016817,9523919,Shoppers Drug Mart #982,1601 Bayview Avenue,,Toronto,M4G3B5,2383249,,"1601 Bayview Ave, East York, ON M4G 3B5, Canada"
-79.289019,43.7061631,321012290,2964750,Global Drug Mart,Unit 2-501 Pharmacy Avenue,,Scarborough,M1L3G7,2418305,,"501 Pharmacy Ave Unit 2, Scarborough, ON M1L 3G7, Canada"
-79.3128312,43.7059297,321015219,7734357,Shoppers Drug Mart #915,812 O'Connor Drive,,Toronto,M4B2S9,2437713,,"812 O'Connor Dr, East York, ON M4B 2S9, Canada"
-79.3895097,43.7058659,321016896,9568595,The Rx Pharmacy,692 Mount Pleasant Road,,Toronto,M4S2N3,2331985,,"692 Mt Pleasant Rd, Toronto, ON M4S 2N3, Canada"
-79.442168,43.705817,321014122,6237075,Rexall #6948,Unit B-249 Mariee Avenue,,Toronto,M6B4B8,2363969,,"Toronto, ON, Canada"
-79.4885327,43.7057901,321012458,3335313,Lawrence Medical Pharmacy,1575 Lawrence Avenue West,Unit 4,Toronto,M6L1C3,2430177,,"1575 Lawrence Ave W #4, North York, ON M6L 1C3, Canada"
-79.3460242,43.7057867,321016735,9429718,Shoppers Drug Mart #871,45 Overlea Boulevard,,Toronto,M4H1C3,2403489,,"45 Overlea Blvd, Toronto, ON M4H 1C3, Canada"
-79.4428967,43.7057696,321016480,9207752,Marlee Compounding Pharmacy,262 Marlee Avenue,,North York,M6B3H7,2268641,,"262 Marlee Ave, Toronto, ON M6B 3H7, Canada"
-80.3778561,43.7056746,321012237,2821511,St Andrew Pharmacy,108 St Andrew Street West,,Fergus,N1M1N5,2320001,,"108 St Andrew St W, Fergus, ON N1M 1N5, Canada"
-79.374904,43.7055327,321016731,9425357,Sage Pharmacy,1561 Bayview Avenue,,Toronto,M4G3B5,2410193,,"1561 Bayview Ave, East York, ON M4G 3B5, Canada"
-79.2522234,43.7054655,321012181,2695630,Danny's Drugstore Inc,2284 Kingston Road,,Toronto,M1N1T9,2387025,,"2284 Kingston Rd, Scarborough, ON M1N 1T9, Canada"
-79.5048245,43.7052877,321013694,5619912,Jane Pharmacy,1750 Jane Street,,Weston,M9N2T1,2260305,,"1750 Jane St, York, ON M9N 2T1, Canada"
-79.7836125,43.7051417,321014986,742593,Wal-Mart Pharmacy,50 Quarry Edge Drive,,Brampton,L6V4K2,2368481,,"50 Quarry Edge Dr, Brampton, ON L6V 4K2, Canada"
-79.5036643,43.7049818,321012718,3912074,Anne Pharmacy,2-1749 Jane Street,,North York,M9N2S5,2362897,,"1749 Jane St #2, Toronto, ON M6L 1J3, Canada"
-79.8352679,43.7049693,321015059,7515593,Pharmaguard,10990 Chinguacousy Road,,Brampton,L7A0P1,2393153,,"10990 Chinguacousy Rd, Brampton, ON L7A 0P1, Canada"
-79.4066479,43.7048081,321014989,7432913,Uptown Pharmacy,243 Eglinton Avenue West,,Toronto,M4R1B1,2404369,,"243 Eglinton Ave W, Toronto, ON M4R 1B1, Canada"
-79.349653,43.7045887,321012587,3600035,Main Drug Mart,25 Overlea Boulevard Unit 4,,Toronto,M4H1P9,2316833,,"25 Overlea Blvd #4, Toronto, ON M4H 1P9, Canada"
-79.4923248,43.7043718,321017303,998674,Total Health Pharmacy #124,1635 Lawrence Avenue West Unit 7,,North York,M6L3C9,2347569,,"1635 Lawrence Ave W #7, North York, ON M6L 3C9, Canada"
-79.4085829,43.704363,321016371,9116431,Twig Pharmacy,313 Eglinton Avenue West,,Toronto,M5N1A1,2400609,,"313 Eglinton Ave W, Toronto, ON M5N 1A1, Canada"
-79.4110586,43.7042774,321016668,9368935,Viva Pharmacy,201-418 Eglinton Avenue West,,Toronto,M2N1A2,2264177,,"Momentum BLDG, 418 Eglinton Ave W #201, Toronto, ON M5N 1A2, Canada"
-79.7862921,43.7042376,321013045,4518999,Main Street Pharmacy,101-60 Gillingham Drive,,Brampton,L6X0Z9,2334417,,"Unit 101, 60 Gillingham Dr Unit 101, Brampton, ON L6X 0Z9, Canada"
-79.3612265,43.7038628,321014781,7154839,Pace Pharmacy,40 Laird Drive,,Toronto,M4G3T2,2318689,,"40 Laird Dr, East York, ON M4G 3T2, Canada"
-79.4153368,43.7034244,321015699,8363479,Shoppers Drug Mart #506,550 Eglinton Avenue West,,Toronto,M5N1B6,2335233,,"550 Eglinton Ave W, Toronto, ON M5N 1B6, Canada"
-79.4128428,43.7034163,321016533,9256075,Forest Hill Pharmacy,102-491 Eglinton Avenue West,,Toronto,M5N1A8,2410753,,"491 Eglinton Ave W #102, Toronto, ON M5N 1A8, Canada"
-79.8574865,43.7033514,321016385,9129873,Upper Mount Guardian Pharmacy,A1-1455 Mayfield Road,,Brampton,L7A5G6,2351217,,"1455 Mayfield Rd A1, Brampton, ON L7A 5G6, Canada"
-79.4771755,43.7033381,321013047,4527435,Main Drug Mart,2306 Keele Street,,Toronto,M6M3Z8,2283969,,"2306 Keele St, Toronto, ON M6M 3Z9, Canada"
-79.4410508,43.7033217,321014410,665998,Sobeys Pharmacy #7247,145 Marlee Avenue,,Toronto,M6B3H3,2434865,,"145 Marlee Ave, York, ON M6B 1J9, Canada"
-79.7850811,43.7032852,321011764,1540755,Gillingham Pharmacy,10 Gillingham Drive,#110B,Brampton,L6X5A5,2288929,,"10 Gillingham Dr #110b, Brampton, ON L6X 0G6, Canada"
-79.2779615,43.7032709,321012784,4044439,Warden Woods Pharmacy,99 Firvalley Court,,Toronto,M1L1P2,2312577,,"99 Firvalley Ct, Scarborough, ON M1L 1P2, Canada"
-79.5249267,43.7031958,321012020,2239072,Weston Drug Mart,2159 Weston Road,,Toronto,M9N1X8,2269617,,"2159 Weston Rd, York, ON M9N 1X8, Canada"
-79.2528735,43.7031472,321017033,9660235,Cliffside Pharmacy,2201 Kingston Road,,Scarborough,M1N1T7,2372177,,"2201 Kingston Rd, Scarborough, ON M1N 1T7, Canada"
-79.352386,43.7030996,321017233,9786190,Icare Pharmacy Services,8 Overlea Boulevard,,East York,M4H1A4,2341345,,"8 Overlea Blvd, East York, ON M4H 1A4, Canada"
-79.5746305,43.7030287,321012908,4281235,Sobey's Pharmacy #7271 LTC,124 Belfield Road Unit 2,,Toronto,M9W1G1,2332305,,"124 Belfield Rd #2, Etobicoke, ON M9W 4X1, Canada"
-79.525426,43.7028324,321011787,1613392,Main Drug Mart,2160 Weston Road,,Toronto,M9N1X6,2323809,,"2160 Weston Rd, North York, ON M9N 1X6, Canada"
-79.7367699,43.7027731,321016063,879017,The Drug Store Pharmacy #4079,295 Queen Street East,,Brampton,L6W3R1,2417265,,"295 Queen St E, Brampton, ON L6W 4S6, Canada"
-79.7593841,43.7026366,321012442,3307914,Cumberland Pharmacy,2- 131 Kennedy Road North,,Brampton,L6V1X9,2285905,,"131 Kennedy Rd N #2, Brampton, ON L6V 1X9, Canada"
-79.8287465,43.7026314,321011753,1515471,Vital Rx Pharmacy,10 Earlsbridge Boulevard Unit 5,,Brampton,L7A3P1,2415473,,"10 Earlsbridge Blvd #5, Brampton, ON L7A 2L8, Canada"
-79.3515738,43.702541,321015045,7498317,Shifa Pharmacy,4-1 Leaside Park Drive,,Toronto,M4H1R1,2261457,,"1 Leaside Park Dr UNIT#4, Toronto, ON M4H 1R1, Canada"
-79.5234044,43.7023889,321015214,7730510,Central Weston Pharmacy,2105 Weston Road,,Toronto,M9N1X7,2267553,,"2105 Weston Rd, Toronto, ON M9N 1X7, Canada"
-79.5224433,43.7022064,321016116,8851478,Friendly Care West King Phcy,2077 Weston Road,,Toronto,M9N1X7,2334897,,"2077 Weston Rd, York, ON M9N 1X7, Canada"
-79.7552294,43.7020394,321013985,6065036,Rexall,227 Vodden Street East,,Brampton,L6V1N2,2320145,,"227 Vodden St E, Brampton, ON L6V 4J4, Canada"
-79.4536186,43.7017179,321016231,8978591,Briarhill Pharmacy,2700 Dufferin Street Unit 63,,Toronto,M6B4J3,2415793,,"2700 Dufferin St #63, York, ON M6B 4J3, Canada"
-79.2971771,43.7016662,321011446,1003595,Dawes Drug Mart,424 Dawes Road,,Toronto,M4B2E8,2430497,,"424 Dawes Rd, East York, ON M4B 2E8, Canada"
-79.5216469,43.701368,321013390,5123797,Total Health Pharmacy,2050 Weston Road,,Toronto,M9N3M4,2265297,,"2050 Weston Rd, York, ON M9N 1X5, Canada"
-79.5194968,43.7012843,321017020,9652752,Shoppers Drug Mart #876,1995 Weston Road,,Toronto,M9N1X2,2358577,,"1995 Weston Rd, Toronto, ON M9N, Canada"
-79.4260557,43.7011861,321016261,901830,Eglinton-Bathurst Pharmacy,856 Eglinton Avenue West,,Toronto,M6C2B6,2285025,,"856 Eglinton Ave W, Toronto, ON M6C 2B6, Canada"
-79.5172942,43.7011468,321016073,879972,John & Weston Discount Drugs,17 John Street,,Toronto,M9N1J2,2275297,,"17 John St, Toronto, ON M5V 3G6, Canada"
-79.7439603,43.7010794,321013647,5537234,Aim Pharmacy,312 Queen Street East,,Brampton,L6V1C2,2380737,,"312 Queen St E, Brampton, ON L6V 1C2, Canada"
-79.4244629,43.7009922,321012789,4070034,Srx Pharmacy,801 Eglinton Avenue West,,Toronto,M5N1E3,2362865,,"801 Eglinton Ave W, Toronto, ON M5N 1E3, Canada"
-79.7787602,43.7009487,321012296,2980233,City Drug Mart,110 Brickyard Way,,Brampton,L6V4N1,2408449,,"110 Brickyard Way, Brampton, ON L6V 1P9, Canada"
-79.4406936,43.7008754,321016456,9186515,Hopewell Pharmacy,100 Marlee Avenue,,York,M6E3B5,2325025,,"100 Marlee Ave, York, ON M6E 3B5, Canada"
-79.5181756,43.7008113,321014934,7347472,Quickpill,1953 Weston Road,,Toronto,M9N1W8,2297185,,"1953 Weston Rd, Toronto, ON M9N 1W8, Canada"
-79.805981,43.7005983,321012853,4172111,Lormel Pharmacy,10 Lormel Gate Unit 8,,Brampton,L7A2K7,2430113,,"10 Lormel Gate #8, Brampton, ON L7A 2K3, Canada"
-79.5161645,43.7005313,321013921,5978855,Eagle Manor Pharmacy,1901 Weston Road,,Toronto,M9N3P5,2442225,,"1901 Weston Rd, York, ON M9N 3P1, Canada"
-79.4270756,43.7004266,321014079,6176078,Rexall #3012,901 Eglinton Avenue West,,Toronto,M6C2C1,2443201,,"901 Eglinton Ave W, Toronto, ON M6C 2C1, Canada"
-79.5174616,43.700291,321015964,8671118,Westlaw Pharmacy,1922 Weston Road,,Weston,M9N1W2,2300049,,"1922 Weston Rd, York, ON M9N 1W4, Canada"
-79.7434757,43.7002756,321016162,8899793,Sun Rx Pharmacy,20-263 Queen Street East,,Brampton,L6W4K6,2437953,,"263 Queen St E #20, Brampton, ON L6W 4K6, Canada"
-79.4281783,43.7002701,321016589,9310916,Shoppers Drug Mart #835,935 Eglinton Avenue West,,Toronto,M6C2C3,2308113,,"935 Eglinton Ave W, York, ON M5N 0A2, Canada"
-79.4303783,43.70018,321011509,1122056,Old Park Pharmacy,1042 Eglington Avenue West,,Toronto,M6C2C5,2334385,,"1042 Eglinton Ave W, Toronto, ON M6C 2C5, Canada"
-79.5183484,43.6998706,321016046,8768078,River Hill Pharmacy,2086 Lawrence Avenue West,Units 1&2,Toronto,M9N3Z9,2430385,,"2086 Lawrence Ave W, York, ON M9N 1J1, Canada"
-79.2979111,43.699717,321016165,8901717,Halsey Compounding Pharmacy,2-100 Halsey Avenue,,East York,M4B1A9,2403313,,"100 Halsey Ave UNIT#2, East York, ON M4B 1A9, Canada"
-79.7464149,43.6996495,321016936,9592390,Queen Hansen Pharmacy,116-284 Queen Street East,,Brampton,L6V1C2,2297089,,"284 Queen St E #116, Brampton, ON L6V 1C2, Canada"
-79.4755425,43.6992909,321016597,9314510,Keele-Ingram Pharmacy,101-2221 Keele Street,,Toronto,M6M3Z5,2401089,,"2221 Keele St #101, North York, ON M6M 3Z5, Canada"
-79.3192938,43.6992168,321016803,9516758,Shoppers Drug Mart #1287,1500 Woodbine Avenue,,Toronto,M4C4G9,2404497,,"1500 Woodbine Ave, East York, ON M4C 4G9, Canada"
-79.359662,43.6991767,321016235,8985253,The Drug Store Pharmacy #1092,11 Redway Road,,Toronto,M4H1P6,2265505,,"11 Redway Rd, East York, ON M4H 1P6, Canada"
-79.5024332,43.6990545,321017018,9652235,Whole Health Phcy North York,7-1575 Jane Street,,North York,M9N2R3,2393265,,"1575 Jane St #7, North York, ON M9N 2R3, Canada"
-80.37082,43.6989685,321017105,9705553,Shoppers Drug Mart #1082,710 Tower Street South,,Fergus,N1M2R3,2298497,,"710 Tower St S, Fergus, ON N1M 2R3, Canada"
-79.3969918,43.6988493,321013243,4899275,Sam's I.D.A. Pharmacy,101Y-1920 Yonge Street,,Toronto,M4S3E2,2447937,,"1920 Yonge St unit 101-Y, Toronto, ON M4S 3E2, Canada"
-80.3901557,43.6986958,321014640,69829,Pharmasave Trailside Pharmacy,101-6420 Beatty Line North,,Fergus,N1M2W3,2316641,,"6420 Beatty Line N #101, Fergus, ON N1M 3B1, Canada"
-79.396351,43.69822,321013711,5638991,Davisville Pharmacy,4-1901 Yonge Street,,Toronto,M4S1Y6,2337425,,"1901 Yonge St #4, Toronto, ON M4S 1Y8, Canada"
-80.3687792,43.6981015,321017297,9956292,Drugstore Pharmacy #539,800 Tower Street South,,Fergus,N1M2R3,2348817,,"800 Tower St S, Fergus, ON N1M 2R3, Canada"
-79.8236064,43.6980749,321011465,1034954,Shoppers Drug Mart #1225,10661 Chinguacousy Road,,Brampton,L7A0N5,2409793,,"Flectchers Meadow, 10661 Chinguacousy Rd, Brampton, ON L7A 0N5, Canada"
-80.3706712,43.6978629,321016158,8895957,Tower Street Guardian Pharmacy,769 Tower Street South,,Fergus,N1M2R2,2449073,,"769 Tower St S, Fergus, ON N1M 2R2, Canada"
-79.4392331,43.6978132,321012533,3496595,Drug Centre Discount Pharmacy,1473 Eglinton Avenue West,,Toronto,M6E2G6,2351521,,"1473 Eglinton Ave W, Toronto, ON M6C 2E5, Canada"
-79.3960965,43.6976631,321013418,5161674,Welcome Guardian Pharmacy,1881 Yonge Street,,Toronto,M4S3C4,2433409,,"1881 Yonge St, Toronto, ON M4S 3C4, Canada"
